#user_id_fingerprint	#actor_id_fingerprint	#post_id_fingerprint	#post_timestamp	#action_timestamp	#user_timezone
-3484984757207668258	2329694822534311050	-4552912208051205608	1413331198998	1413331242999	Venezuela Time
342974838997530624	4028063948183276186	-8997686917362262420	1413331198998	1413336474000	Atlantic Standard Time
342974838997530624	4434165271626887438	7339466303506382090	1413331198998	1413331564000	Atlantic Standard Time
342974838997530624	2751755751908210744	7339466303506382090	1413331198998	1413331232000	Atlantic Standard Time
342974838997530624	-835874936133406136	624378331071342178	1413331198998	1413331233000	Atlantic Standard Time
342974838997530624	3146660223989685660	624378331071342178	1413331198998	1413331964999	Atlantic Standard Time
-6417200383455336200	16218175161324891	6247271223006902365	1413331198998	1413331341000	Paraguay Time
342974838997530624	-8261258195116633694	-8997686917362262420	1413331198998	1413348680001	Atlantic Standard Time
342974838997530624	-7659629864269181809	-8997686917362262420	1413331198998	1413332419998	Atlantic Standard Time
342974838997530624	-3402231135305417893	7339466303506382090	1413331198998	1413337180001	Atlantic Standard Time
342974838997530624	9113167831961156519	624378331071342178	1413331198998	1413331456000	Atlantic Standard Time
342974838997530624	1304431284162223978	7339466303506382090	1413331198998	1413332287000	Atlantic Standard Time
342974838997530624	-4791439977127854873	7339466303506382090	1413331198998	1413332538001	Atlantic Standard Time
342974838997530624	-4358356955418563320	-8997686917362262420	1413331198998	1413331267998	Atlantic Standard Time
-3484984757207668258	7467870770154022648	-4552912208051205608	1413331198998	1413331434998	Venezuela Time
-3484984757207668258	-2972767907557377535	-4552912208051205608	1413331198997	1413331368999	Venezuela Time
6359991686404696182	5718170566929067137	2041037299079762564	1413331198997	1413331657001	Mountain Standard Time
-4528531901673825444	-1237266944964047472	-8727436207389082665	1413331198997	1413341267000	Pacific Standard Time
342974838997530624	-8661613846429458018	7339466303506382090	1413331198997	1413331277001	Atlantic Standard Time
-3484984757207668258	-6054702196182078693	-4552912208051205608	1413331198997	1413332300999	Venezuela Time
342974838997530624	-7659629864269181809	624378331071342178	1413331198997	1413332414001	Atlantic Standard Time
342974838997530624	-3719245472726840291	624378331071342178	1413331198997	1413335751998	Atlantic Standard Time
342974838997530624	2340738885284852191	-8997686917362262420	1413331198997	1413334002999	Atlantic Standard Time
-4954236801923429761	6450401829864985941	-6632947339539675961	1413331198997	1413331320000	Pacific Standard Time
-3484984757207668258	1024781634936938461	-4552912208051205608	1413331198997	1413333289998	Venezuela Time
6575746810872939497	-7442943364640515304	4829261533162128830	1413331198997	1413333421998	Eastern Standard Time
-3484984757207668258	2252029068522653933	-4552912208051205608	1413331198997	1413335095001	Venezuela Time
342974838997530624	-6103455239218038364	-8997686917362262420	1413331198997	1413335680000	Atlantic Standard Time
-247481062692883114	-6224919641360854357	-2473922086133729839	1413331198997	1413389942000	Central Standard Time
